Numero;Ligne;Date Cde;Rep. 01;S.Activ;Sec.Cde;Groupe;Cpt Client;Intitule;Référence;Code Artic;Compl Art;Delai SSAA;Delai Jour;Famille;Transport.;DP;PU Net;Exp.PU;Devise;Poids Cde;Quantité;Montant
75226;;16/03/2017;;;;;ASAB;ASSA ABLOY AUBE ANJO;;;;;;;;;;;;;1;
075227;010;16/03/2017;13;MEC;6100;;AGME;AG METAL;;0600-FSA41;;12/2017;23/03/2017;0600;;41;23,34;;EUR;0;2;46,68
;020;;13;MEC;6100;;;;;0600-FSA31;;12/2017;23/03/2017;0600;;41;12,73;;EUR;0;1;12,73
75227;;16/03/2017;;;;;AGME;AG METAL;;;;;;;;;;;;;3;59,41
075228;010;16/03/2017;13;MED;6100;;COME1;CORONA MEDICAL;09223;0600-MCD32;;12/2017;23/03/2017;0600;;37;108,15;;EUR;0;1;108,15
75228;;16/03/2017;;;;;COME1;CORONA MEDICAL;;;;;;;;;;;;;1;108,15
075229;010;17/03/2017;11;MEN;6100;;MILL;MILLET PORTES ET FEN;08997;LPA21;;11/2017;17/03/2017;AFF;;79;6,37;;EUR;0;3;19,11
75229;;17/03/2017;;;;;MILL;MILLET PORTES ET FEN;;;;;;;;;;;;;3;19,11
075230;010;17/03/2017;07;MED;6100;;G2M;GROUPE G2M;;FLC31;;12/2017;23/03/2017;AFF;;49;10,5;;EUR;0;1;10,5
;020;;07;MED;6100;;;;;FCA21;;12/2017;23/03/2017;AFF;;49;7,61;;EUR;0;1;7,61
;030;;07;MED;6100;;;;;PFA11;;12/2017;23/03/2017;AFF;;49;4,56;;EUR;0;1;4,56
75230;;17/03/2017;;;;;G2M;GROUPE G2M;;;;;;;;;;;;;3;22,67
075231;010;17/03/2017;11;MEN;6100;;BOUV;BOUVET SAS;BON N°6;MDA21;;12/2017;23/03/2017;AFF;;49;9;;EUR;0;1;9
;020;;11;MEN;6100;;;;BON N°6;MDA21;;12/2017;23/03/2017;AFF;;49;9;;EUR;0;1;9
;030;;11;MEN;6100;;;;BON N°6;OP23;;11/2017;17/03/2017;AFF;;49;7,61;;EUR;0;6;45,66
75231;;17/03/2017;;;;;BOUV;BOUVET SAS;;;;;;;;;;;;;8;63,66
075232;010;17/03/2017;07;MEN;6100;;TELL1;TELLIER BRISE SOLEIL;;PEA32;;11/2017;17/03/2017;AFF;;49;30,15;;EUR;0;1;30,15
75232;;17/03/2017;;;;;TELL1;TELLIER BRISE SOLEIL;;;;;;;;;;;;;1;30,15
075233;010;17/03/2017;01;MIS;6100;;SMMA;SOCIETE MOULES METAL;2770;PFC11;;12/2017;23/03/2017;AFF;;49;11,14;;EUR;0;1;11,14
;020;;01;MIS;6100;;;;2770;6FC23;;12/2017;23/03/2017;AFF;;49;20,16;;EUR;0;1;20,16
;030;;01;MIS;6100;;;;2770;6FC23;;12/2017;23/03/2017;AFF;;49;21,16;;EUR;0;1;21,16
75233;;17/03/2017;;;;;SMMA;SOCIETE MOULES METAL;;;;;;;;;;;;;3;52,46
075234;010;17/03/2017;01;MEC;6100;;JEBA;JEAN BAL S.A.;8789;6EA34;;11/2017;17/03/2017;AFF;;49;33,42;;EUR;0;1;33,42
;020;;01;MEC;6100;;;;8789;6EA31;;11/2017;17/03/2017;AFF;;49;12,9;;EUR;0;1;12,9
;030;;01;MEC;6100;;;;8789;4FC35;;11/2017;17/03/2017;AFF;;49;28,17;;EUR;0;1;28,17
;040;;01;MEC;6100;;;;8789;4FC25;;11/2017;17/03/2017;AFF;;49;20,53;;EUR;0;2;41,06
;050;;01;MEC;6100;;;;8789;4FC25;;11/2017;17/03/2017;AFF;;49;25,03;;EUR;0;1;25,03
;060;;01;MEC;6100;;;;8789;4FC10;;11/2017;17/03/2017;AFF;;49;6,21;;EUR;0;1;6,21
;070;;01;MEC;8500;;;;8789;ZZPORT;;11/2017;17/03/2017;PORT;;49;13,5;;EUR;0;1;13,5
75234;;17/03/2017;;;;;JEBA;JEAN BAL S.A.;;;;;;;;;;;;;8;160,29
075235;010;17/03/2017;07;DIV;6100;;ASI;ASI PROD S.A.S.;;MDA21;;12/2017;23/03/2017;AFF;;49;6,76;;EUR;0;1;6,76
;020;;07;DIV;6100;;;;;MDA71;;12/2017;23/03/2017;AFF;;49;39,04;;EUR;0;1;39,04
;030;;07;DIV;8500;;;;;ZZPORT;;12/2017;23/03/2017;PORT;;49;10;;EUR;0;1;10
75235;;17/03/2017;;;;;ASI;ASI PROD S.A.S.;;;;;;;;;;;;;3;55,8
075236;010;17/03/2017;05;IMP;6100;;IMVL;IMPRIMERIE DU VAL DE;;AFFU;;13/2017;30/03/2017;AFF;;49;0;;EUR;0;1;0
75236;;17/03/2017;;;;;IMVL;IMPRIMERIE DU VAL DE;;;;;;;;;;;;;1;
075237;010;17/03/2017;07;MEC;6100;;FABR;F A B R E;;6FA33;;13/2017;30/03/2017;AFF;;49;16,97;;EUR;0;1;16,97
;020;;07;MEC;6100;;;;;4FA22;;13/2017;30/03/2017;AFF;;49;12,21;;EUR;0;1;12,21
;030;;07;MEC;6100;;;;;4FA11;;13/2017;30/03/2017;AFF;;49;9,55;;EUR;0;1;9,55
;040;;07;MEC;6100;;;;;FCA41;;13/2017;30/03/2017;AFF;;49;12,73;;EUR;0;1;12,73
75237;;17/03/2017;;;;;FABR;F A B R E;;;;;;;;;;;;;4;51,46
075238;010;17/03/2017;07;MEC;6100;;FABR;F A B R E;;AFFU;;13/2017;30/03/2017;AFF;;49;0;;EUR;0;2;0
;020;;07;MEC;6100;;;;;BR22;;13/2017;30/03/2017;AFF;;49;11,47;;EUR;0;2;22,94
;030;;07;MEC;6100;;;;;BR11;;13/2017;30/03/2017;AFF;;49;8,28;;EUR;0;9;74,52
75238;;17/03/2017;;;;;FABR;F A B R E;;;;;;;;;;;;;13;97,46
075239;010;17/03/2017;01;MEC;6100;;AAS;A.A.S.;8787;4EA31;;13/2017;30/03/2017;AFF;;49;10,99;;EUR;0;1;10,99
;030;;01;MEC;6100;;;;8787;2FA21;;13/2017;30/03/2017;AFF;;49;7,64;;EUR;0;1;7,64
;040;;01;MEC;6100;;;;8787;DETAL;;13/2017;30/03/2017;AFF;;49;3,6;;EUR;0;1;3,6
75239;;17/03/2017;;;;;AAS;A.A.S.;;;;;;;;;;;;;3;22,23
075240;010;17/03/2017;11;MIS;6100;;SAUM;S.A.U.M.  S.A.;8790;4FC15;;13/2017;30/03/2017;AFF;;49;16,55;;EUR;0;1;16,55
;020;;11;MIS;6300;;;;8790;0820-RIFC0304;;13/2017;30/03/2017;0820;;49;5,91;;EUR;0;1;5,91
;030;;11;MIS;6100;;;;8790;2FC15;;13/2017;30/03/2017;AFF;;49;18,3;;EUR;0;1;18,3
;040;;11;MIS;6300;;;;8790;0820-RIFC0304;;13/2017;30/03/2017;0820;;49;5,91;;EUR;0;1;5,91
;050;;11;MIS;6100;;;;8790;2FC25;;13/2017;30/03/2017;AFF;;49;16,55;;EUR;0;1;16,55
;060;;11;MIS;6300;;;;8790;0820-RIFC0504;;13/2017;30/03/2017;0820;;49;10,2;;EUR;0;1;10,2
;070;;11;MIS;6100;;;;8790;6FC11;;13/2017;30/03/2017;AFF;;49;14,43;;EUR;0;1;14,43
;080;;11;MIS;6300;;;;8790;0820-RIFC0104;;13/2017;30/03/2017;0820;;49;5,91;;EUR;0;1;5,91
;090;;11;MIS;6100;;;;8790;6FC21;;13/2017;30/03/2017;AFF;;49;15,28;;EUR;0;1;15,28
;100;;11;MIS;6300;;;;8790;0820-RIFC0504;;13/2017;30/03/2017;0820;;49;10,2;;EUR;0;1;10,2
;110;;11;MIS;6100;;;;8790;6FC21;;13/2017;30/03/2017;AFF;;49;16,08;;EUR;0;2;32,16
;120;;11;MIS;6300;;;;8790;0820-RIFC0904;;13/2017;30/03/2017;0820;;49;23,14;;EUR;0;2;46,28
;130;;11;MIS;6100;;;;8790;6FC21;;13/2017;30/03/2017;AFF;;49;15,28;;EUR;0;1;15,28
;140;;11;MIS;6300;;;;8790;0820-RIFC0704;;13/2017;30/03/2017;0820;;49;12,4;;EUR;0;1;12,4
;150;;11;MIS;6100;;;;8790;4FC21;;13/2017;30/03/2017;AFF;;49;13,58;;EUR;0;1;13,58
;160;;11;MIS;6300;;;;8790;0820-RIFC0904;;13/2017;30/03/2017;0820;;49;23,14;;EUR;0;1;23,14
;170;;11;MIS;6100;;;;8790;6FC21;;13/2017;30/03/2017;AFF;;49;16,08;;EUR;0;2;32,16
;180;;11;MIS;6300;;;;8790;0820-RIFC0904;;13/2017;30/03/2017;0820;;49;23,14;;EUR;0;2;46,28
;190;;11;MIS;6100;;;;8790;6FC21;;13/2017;30/03/2017;AFF;;49;15,28;;EUR;0;1;15,28
;200;;11;MIS;6300;;;;8790;0820-RIFC0904;;13/2017;30/03/2017;0820;;49;23,14;;EUR;0;1;23,14
;210;;11;MIS;6100;;;;8790;4EC21;;13/2017;30/03/2017;AFF;;49;7,64;;EUR;0;2;15,28
;220;;11;MIS;6300;;;;8790;0820-RIFC0504;;13/2017;30/03/2017;0820;;49;10,2;;EUR;0;2;20,4
;230;;11;MIS;6100;;;;8790;6EC21;;13/2017;30/03/2017;AFF;;49;9,34;;EUR;0;1;9,34
;240;;11;MIS;6300;;;;8790;0820-RIFC0704;;13/2017;30/03/2017;0820;;49;12,4;;EUR;0;1;12,4
;250;;11;MIS;6100;;;;8790;6EC21;;13/2017;30/03/2017;AFF;;49;9,34;;EUR;0;2;18,68
;260;;11;MIS;6300;;;;8790;0820-RIFC0904;;13/2017;30/03/2017;0820;;49;23,14;;EUR;0;2;46,28
;270;;11;MIS;6100;;;;8790;PFA21;;13/2017;30/03/2017;AFF;;49;6,3;;EUR;0;1;6,3
;280;;11;MIS;6300;;;;8790;0820-RIPA0704;;13/2017;30/03/2017;0820;;49;8,44;;EUR;0;1;8,44
;290;;11;MIS;6100;;;;8790;PFC11;;13/2017;30/03/2017;AFF;;49;8,91;;EUR;0;1;8,91
;300;;11;MIS;6300;;;;8790;0820-RIPC0104;;13/2017;30/03/2017;0820;;49;5,22;;EUR;0;1;5,22
;310;;11;MIS;6100;;;;8790;4FC15;;13/2017;30/03/2017;AFF;;49;16,55;;EUR;0;2;33,1
;320;;11;MIS;6300;;;;8790;0820-RIFC0104;;13/2017;30/03/2017;0820;;49;5,91;;EUR;0;2;11,82
;330;;11;MIS;6100;;;;8790;4FC15;;13/2017;30/03/2017;AFF;;49;19,76;;EUR;0;2;39,52
;340;;11;MIS;6100;;;;8790;TR;;13/2017;30/03/2017;AFF;;49;1,6;;EUR;0;2;3,2
;350;;11;MIS;6300;;;;8790;0820-RIFC0304;;13/2017;30/03/2017;0820;;49;5,91;;EUR;0;2;11,82
;360;;11;MIS;6100;;;;8790;PFC11;;13/2017;30/03/2017;AFF;;49;8,91;;EUR;0;1;8,91
;370;;11;MIS;6300;;;;8790;0820-RIPC0104;;13/2017;30/03/2017;0820;;49;5,22;;EUR;0;1;5,22
;380;;11;MIS;6100;;;;8790;OTA11;;13/2017;30/03/2017;AFF;;49;8,91;;EUR;0;1;8,91
;390;;11;MIS;6300;;;;8790;0820-RIFC0104;;13/2017;30/03/2017;0820;;49;5,91;;EUR;0;1;5,91
;400;;11;MIS;6100;;;;8790;PFC11;;13/2017;30/03/2017;AFF;;49;8,91;;EUR;0;1;8,91
;410;;11;MIS;6300;;;;8790;0820-RIPC0104;;13/2017;30/03/2017;0820;;49;5,22;;EUR;0;1;5,22
;420;;11;MIS;6100;;;;8790;OAA11;;13/2017;30/03/2017;AFF;;49;7,22;;EUR;0;1;7,22
;430;;11;MIS;6300;;;;8790;0820-RIFA0204;;13/2017;30/03/2017;0820;;49;4,34;;EUR;0;1;4,34
;440;;11;MIS;8500;;;;8790;ZZPORT;;13/2017;30/03/2017;PORT;;49;15;;EUR;0;1;15
75240;;17/03/2017;;;;;SAUM;S.A.U.M.  S.A.;;;;;;;;;;;;;57;699,29
075242;010;17/03/2017;08;MEC;7100;;YCMJ;CONSTELLIUM MONTREUI;CDE N° P142313;0370-P3103138;;16/2017;20/04/2017;0370;;49;270,53;;EUR;0;5;1352,65
;020;;08;MEC;8530;;;;CDE N° P142313;ZZYPORT;;16/2017;20/04/2017;PORT;;49;15;;EUR;0;1;15
75242;;17/03/2017;;;;;YCMJ;CONSTELLIUM MONTREUI;;;;;;;;;;;;;6;1367,65
075243;010;17/03/2017;19;DIV;1100;;XCOUG;CSP LAPEYRE SERVICES;CMD-2017-0022336;XCOUG90CFU006;;13/2017;27/03/2017;FAB;;51;36,92;;EUR;0;10;369,2
;020;;19;DIV;1100;;;;CMD-2017-0022336;XCOUG90CFU159;;13/2017;27/03/2017;FAB;;51;56,63;;EUR;0;5;283,15
;030;;19;DIV;1100;;;;CMD-2017-0022336;XCOUG90CFU263;;13/2017;27/03/2017;FAB;;51;36,05;;EUR;0;5;180,25
75243;;17/03/2017;;;;;XCOUG;CSP LAPEYRE SERVICES;;;;;;;;;;;;;20;832,6
075244;010;17/03/2017;19;MEC;6100;;MTAI;M.T.A. INDUSTRIE S.A;;PFC11;;13/2017;30/03/2017;AFF;;49;11,14;;EUR;0;2;22,28
;020;;19;MEC;6300;;;;;0820-RIPC0104;;13/2017;30/03/2017;0820;;49;5,22;;EUR;0;2;10,44
;030;;19;MEC;6100;;;;;PFC21;;13/2017;30/03/2017;AFF;;49;14,33;;EUR;0;1;14,33
;040;;19;MEC;6300;;;;;0820-RIPC0704;;13/2017;30/03/2017;0820;;49;15,07;;EUR;0;1;15,07
;050;;19;MEC;6100;;;;;4FC15;;13/2017;30/03/2017;AFF;;49;20,69;;EUR;0;1;20,69
;060;;19;MEC;6300;;;;;0820-RIFC0304;;13/2017;30/03/2017;0820;;49;5,91;;EUR;0;1;5,91
;070;;19;MEC;8500;;;;;ZZPORT;;13/2017;30/03/2017;PORT;;49;15;;EUR;0;1;15
75244;;17/03/2017;;;;;MTAI;M.T.A. INDUSTRIE S.A;;;;;;;;;;;;;9;103,72
075245;010;17/03/2017;11;MIS;6100;;ASAB;ASSA ABLOY AUBE ANJO;;TFA21;;13/2017;30/03/2017;AFF;;10;25,46;;EUR;0;2;50,92
;020;;11;MIS;6100;;;;;TFA31;;13/2017;30/03/2017;AFF;;10;27,06;;EUR;0;2;54,12
;030;;11;MIS;8500;;;;;ZZPORT;;13/2017;30/03/2017;PORT;;10;15;;EUR;0;1;15
75245;;17/03/2017;;;;;ASAB;ASSA ABLOY AUBE ANJO;;;;;;;;;;;;;5;120,04
075246;010;17/03/2017;01;MEC;6100;;ATI;ASSISTANCE TECHNIQUE;8788;6FC21;;13/2017;30/03/2017;AFF;;49;19,1;;EUR;0;3;57,3
;020;;01;MEC;6300;;;;8788;0820-RIFC0704;;13/2017;30/03/2017;0820;;49;12,4;;EUR;0;3;37,2
;030;;01;MEC;6100;;;;8788;DETAL;;13/2017;30/03/2017;AFF;;49;4;;EUR;0;1;4
;040;;01;MEC;6100;;;;8788;4FC21;;13/2017;30/03/2017;AFF;;49;16,97;;EUR;0;1;16,97
;050;;01;MEC;6300;;;;8788;0820-RIFC0704;;13/2017;30/03/2017;0820;;49;12,4;;EUR;0;1;12,4
;060;;01;MEC;6100;;;;8788;DETAL;;13/2017;30/03/2017;AFF;;49;4;;EUR;0;1;4
;070;;01;MEC;8500;;;;8788;ZZPORT;;13/2017;30/03/2017;PORT;;49;15;;EUR;0;1;15
75246;;17/03/2017;;;;;ATI;ASSISTANCE TECHNIQUE;;;;;;;;;;;;;11;146,87
075247;010;17/03/2017;01;MEC;6100;;ATI;ASSISTANCE TECHNIQUE;8788;FLA21;;13/2017;30/03/2017;AFF;;49;8,45;;EUR;0;1;8,45
75247;;17/03/2017;;;;;ATI;ASSISTANCE TECHNIQUE;;;;;;;;;;;;;1;8,45
075248;010;16/03/2017;13;MEC;6100;;ANTA;ANTALIA;BL 18;4FC25;;13/2017;30/03/2017;AFF;;41;22,81;;EUR;0;1;22,81
;020;;13;MEC;6300;;;;BL 18;0820-RIFC0708;;13/2017;30/03/2017;0820;;41;16,12;;EUR;0;1;16,12
;030;;13;MEC;6100;;;;BL 18;6FC21;;13/2017;30/03/2017;AFF;;41;19,1;;EUR;0;1;19,1
;040;;13;MEC;6300;;;;BL 18;0820-RIFC0708;;13/2017;30/03/2017;0820;;41;16,12;;EUR;0;1;16,12
;050;;13;MEC;6100;;;;BL 18;4FC21;;13/2017;30/03/2017;AFF;;41;16,97;;EUR;0;3;50,91
;060;;13;MEC;6300;;;;BL 18;0820-RIFC0504;;13/2017;30/03/2017;0820;;41;10,2;;EUR;0;3;30,6
;070;;13;MEC;6100;;;;BL 18;PFC11;;13/2017;30/03/2017;AFF;;41;11,14;;EUR;0;2;22,28
;080;;13;MEC;6300;;;;BL 18;0820-RIFC0308;;13/2017;30/03/2017;0820;;41;7,68;;EUR;0;2;15,36
75248;;16/03/2017;;;;;ANTA;ANTALIA;;;;;;;;;;;;;14;193,3
075249;010;17/03/2017;23;PLA;1100;;XPLAS2;PLASTIMEN;ODP KD10102016-03;FABR;;12/2017;24/03/2017;FAB;;56;23,33;;EUR;0;1;23,33
;020;;23;PLA;1100;;;;ODP KD10102016-03;FABR;;12/2017;24/03/2017;FAB;;56;23,33;;EUR;0;1;23,33
75249;;17/03/2017;;;;;XPLAS2;PLASTIMEN;;;;;;;;;;;;;2;46,66
075251;010;17/03/2017;01;IMP;6100;;CONN;CONNIVENCE;;MDC62;;12/2017;21/03/2017;AFF;;49;78,29;;EUR;0;1;78,29
75251;;17/03/2017;;;;;CONN;CONNIVENCE;;;;;;;;;;;;;1;78,29
075253;010;17/03/2017;23;MEN;6100;;ATIN1;ATLANTEM INDUSTRIES;;0600-LH030;;12/2017;24/03/2017;0600;;56;16,43;;EUR;0;1;16,43
;020;;23;MEN;6100;;;;;0600-LA060;;12/2017;24/03/2017;0600;;56;25,34;;EUR;0;2;50,68
;030;;23;MEN;6100;;;;;0600-LH060;;12/2017;24/03/2017;0600;;56;25,34;;EUR;0;1;25,34
;040;;23;MEN;6100;;;;;0600-LA080;;12/2017;24/03/2017;0600;;56;31,31;;EUR;0;2;62,62
75253;;17/03/2017;;;;;ATIN1;ATLANTEM INDUSTRIES;;;;;;;;;;;;;6;155,07
075254;010;17/03/2017;01;DIV;6100;;ZG;GROLLEAU;;0600-LCBA61;;12/2017;24/03/2017;0600;;85;25,07;;EUR;0;1;25,07
75254;;17/03/2017;;;;;ZG;GROLLEAU;;;;;;;;;;;;;1;25,07
075256;010;17/03/2017;05;MEC;1100;;XNICO;NICOLL SAS;CMD 40;FABR;;12/2017;20/03/2017;FAB;;49;202,64;;EUR;0;2;405,28
;020;;05;MEC;1100;;;;CMD 40;FABR;;12/2017;20/03/2017;FAB;;49;173,14;;EUR;0;2;346,28
75256;;17/03/2017;;;;;XNICO;NICOLL SAS;;;;;;;;;;;;;4;751,56
075257;010;17/03/2017;19;DIV;1100;;XCOUG;CSP LAPEYRE SERVICES;CMD 2017-0022345;XCOUG90CFU252;;13/2017;27/03/2017;FAB;;51;63,25;;EUR;0;10;632,5
75257;;17/03/2017;;;;;XCOUG;CSP LAPEYRE SERVICES;;;;;;;;;;;;;10;632,5
075258;010;17/03/2017;07;MEC;6100;;UMEA;UMEA;5822;0600-LH120;;12/2017;23/03/2017;0600;;85;38,93;;EUR;0;1;38,93
75258;;17/03/2017;;;;;UMEA;UMEA;;;;;;;;;;;;;1;38,93
075259;010;17/03/2017;05;AFF;6100;;OUAF;OUEST AFFUTAGE;113231;PEA11;;12/2017;22/03/2017;AFF;;85;5,12;;EUR;0;14;71,68
75259;;17/03/2017;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;14;71,68
075260;010;17/03/2017;05;AFF;6100;;OUAF;OUEST AFFUTAGE;113151;4FC42;;12/2017;21/03/2017;AFF;;85;24,51;;EUR;0;1;24,51
75260;;17/03/2017;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;1;24,51
075261;010;17/03/2017;07;MEC;6100;;SACH;S A C H O T;1170317;PFC21;;12/2017;21/03/2017;AFF;;85;12,18;;EUR;0;1;12,18
;020;;07;MEC;6100;;;;1170317;AFFU;;11/2017;17/03/2017;AFF;;85;49,64;;EUR;0;3;148,92
;030;;07;MEC;6100;;;;1170317;OTA31;;11/2017;17/03/2017;AFF;;85;10,38;;EUR;0;2;20,76
;040;;07;MEC;6100;;;;1170317;AFFU;;11/2017;17/03/2017;AFF;;85;0;;EUR;0;1;0
75261;;17/03/2017;;;;;SACH;S A C H O T;;;;;;;;;;;;;7;181,86
075262;010;17/03/2017;07;MEC;6100;;UMEA;UMEA;5822;2FC11;;12/2017;24/03/2017;AFF;;85;12,41;;EUR;0;5;62,05
;020;;07;MEC;6100;;;;5822;PEA21;;12/2017;24/03/2017;AFF;;85;0;;EUR;0;1;0
75262;;17/03/2017;;;;;UMEA;UMEA;;;;;;;;;;;;;6;62,05
075263;010;17/03/2017;07;DIV;6100;;MASP;MARTY SPORTS SA;;FCA21;;12/2017;23/03/2017;AFF;;49;8,45;;EUR;0;1;8,45
75263;;17/03/2017;;;;;MASP;MARTY SPORTS SA;;;;;;;;;;;;;1;8,45
075264;010;17/03/2017;19;MEC;6100;;AMPH;A M P H;8792;PFC21;;12/2017;24/03/2017;AFF;;85;12,18;;EUR;0;1;12,18
;020;;19;MEC;6100;;;;8792;4FC20;;12/2017;24/03/2017;AFF;;85;7,22;;EUR;0;5;36,1
;2fc;;19;MEC;6100;;;;8792;2FC20;;12/2017;24/03/2017;AFF;;85;5,41;;EUR;0;2;10,82
;012;;19;MEC;6100;;;;8792;4AA11;;12/2017;24/03/2017;AFF;;85;14,88;;EUR;0;1;14,88
75264;;17/03/2017;;;;;AMPH;A M P H;;;;;;;;;;;;;9;73,98
075265;010;17/03/2017;19;MEC;6100;;MEC4;MECAPACK;ESSAI;4FA33;;12/2017;22/03/2017;AFF;;85;0;;EUR;0;1;0
75265;;17/03/2017;;;;;MEC4;MECAPACK;;;;;;;;;;;;;1;
075266;010;17/03/2017;05;MEC;6100;;TIME;CASTEL METALS AEROSP;8803;0600-FSC31;;12/2017;24/03/2017;0600;;44;58,71;;EUR;0;1;58,71
;020;;05;MEC;6100;;;;8803;0600-FSC31;;12/2017;24/03/2017;0600;;44;58,71;;EUR;0;1;58,71
;030;;05;MEC;8500;;;;8803;ZZPORT;;12/2017;24/03/2017;PORT;;44;15;;EUR;0;1;15
75266;;17/03/2017;;;;;TIME;CASTEL METALS AEROSP;;;;;;;;;;;;;3;132,42
075268;010;17/03/2017;05;MEC;6100;;SIME;SIM'EDIT IMPRIMEUR;;MDC61;;12/2017;20/03/2017;AFF;;44;57,71;;EUR;0;2;115,42
;020;;05;MEC;6100;;;;;MDC62;;12/2017;20/03/2017;AFF;;44;69,59;;EUR;0;2;139,18
;030;;05;MEC;6100;;;;;AFFU;;12/2017;20/03/2017;AFF;;44;0;;EUR;0;1;0
75268;;17/03/2017;;;;;SIME;SIM'EDIT IMPRIMEUR;;;;;;;;;;;;;5;254,6
075270;010;17/03/2017;11;MEC;1100;;XTECH4;TECHFI Industries;CMD 14172;FABR;;12/2017;22/03/2017;FAB;;49;29,28;;EUR;0;3;87,84
75270;;17/03/2017;;;;;XTECH4;TECHFI Industries;;;;;;;;;;;;;3;87,84
075271;010;17/03/2017;07;MEC;6100;;BORL;BORLIS;;BORL/MOLETTE;;12/2017;21/03/2017;AFF;;49;8,76;;EUR;0;2;17,52
75271;;17/03/2017;;;;;BORL;BORLIS;;;;;;;;;;;;;2;17,52
075272;010;17/03/2017;19;MEC;1100;;XMEC8;MECATURN SAS;CMD 6606;XMEC8OOC-006185;;13/2017;27/03/2017;FAB;;85;182,22;;EUR;0;1;182,22
75272;;17/03/2017;;;;;XMEC8;MECATURN SAS;;;;;;;;;;;;;1;182,22
075275;010;17/03/2017;05;AFF;6100;;OUAF;OUEST AFFUTAGE;CMD 10224;OUAFOA09-0271;;12/2017;24/03/2017;AFF;;85;57,68;;EUR;0;15;865,2
75275;;17/03/2017;;;;;OUAF;OUEST AFFUTAGE;;;;;;;;;;;;;15;865,2
075278;010;17/03/2017;07;MEC;6100;;HALG;HALGAND SAS;CDE N° 2017/1235;HALG6663;;12/2017;24/03/2017;AFF;;44;21,14;;EUR;0;6;126,84
;020;;07;MEC;6100;;;;CDE N° 2017/1235;HALG6626;;12/2017;24/03/2017;AFF;;44;16,18;;EUR;0;4;64,72
;030;;07;MEC;6100;;;;CDE N° 2017/1235;HALG7467;;12/2017;24/03/2017;AFF;;44;19,34;;EUR;0;2;38,68
75278;;17/03/2017;;;;;HALG;HALGAND SAS;;;;;;;;;;;;;12;230,24
;;;;;;;;;;;;;;;;;;;;411;2771;95804,52
