Numero;Ligne;Date Cde;Rep. 01;S.Activ;Sec.Cde;Groupe;Cpt Client;Intitule;Référence;Code Artic;Compl Art;Delai SSAA;Delai Jour;Famille;Transport.;DP;PU Net;Exp.PU;Devise;Poids Cde;Quantité;Montant
74973;;09/03/2017;;;;;YEXXS;EXXELIA  SIC SAFCO;;;;;;;;;;;;;7;433
074994;010;09/03/2017;19;MEC;1100;;XSAMI;SAMIBOIS-SAMIPLAST;CMD 1121696;XSAMI04;;12/2017;20/03/2017;FAB;;85;59,65;;EUR;0;6;357,9
74994;;09/03/2017;;;;;XSAMI;SAMIBOIS-SAMIPLAST;;;;;;;;;;;;;6;357,9
074995;010;09/03/2017;05;AFF;1100;;XOUAF;OUEST AFFUTAGE;CMD 10186;XOUAFOA15-1564;;12/2017;22/03/2017;FAB;;85;57,7;;EUR;0;10;577
;020;;05;AFF;1100;;;;CMD 10186;XOUAFOA10-0584;;12/2017;22/03/2017;FAB;;85;108,61;;EUR;0;2;217,22
;030;;05;AFF;1100;;;;CMD 10186;XOUAFOA09-0432;;12/2017;22/03/2017;FAB;;85;25,75;;EUR;0;5;128,75
74995;;09/03/2017;;;;;XOUAF;OUEST AFFUTAGE;;;;;;;;;;;;;17;922,97
075004;070;09/03/2017;13;DIV;6100;;JODE;JOHN DEERE - UNITE D;;JODE/IM 20556;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;2;98,88
;080;;13;DIV;6100;;;;;JODE/IM 20555;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;2;98,88
;090;;13;DIV;8500;;;;;ZZPORT;;11/2017;16/03/2017;PORT;;45;39,5;;EUR;0;1;39,5
;010;;13;DIV;6100;;;;;JODE/IM 20599;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;5;247,2
;020;;13;DIV;6100;;;;;JODE/IM 20598;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;5;247,2
;030;;13;DIV;6100;;;;;JODE/IM 20560;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;2;98,88
;040;;13;DIV;6100;;;;;JODE/IM 20559;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;2;98,88
;050;;13;DIV;6100;;;;;JODE/IM 20558;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;2;98,88
;060;;13;DIV;6100;;;;;JODE/IM 20557;;11/2017;16/03/2017;AFF;;45;49,44;;EUR;0;2;98,88
75004;;09/03/2017;;;;;JODE;JOHN DEERE - UNITE D;;;;;;;;;;;;;23;1127,18
075012;010;10/03/2017;19;MEC;1100;;XMECA;MECABOR NC;CDE 6551;FABR;;11/2017;16/03/2017;FAB;;85;382,14;;EUR;0;1;382,14
;020;;19;MEC;1100;;;;CDE 6551;FABR;;11/2017;16/03/2017;FAB;;85;422,82;;EUR;0;2;845,64
;030;;19;MEC;1100;;;;CDE 6551;FABR;;11/2017;16/03/2017;FAB;;85;381,29;;EUR;0;2;762,58
75012;;10/03/2017;;;;;XMECA;MECABOR NC;;;;;;;;;;;;;5;1990,36
075013;010;10/03/2017;07;MEC;6100;;CAIB;CAIB;1003;AFFU;;11/2017;15/03/2017;AFF;;49;88;;EUR;0;1;88
75013;;10/03/2017;;;;;CAIB;CAIB;;;;;;;;;;;;;1;88
075017;010;10/03/2017;11;MEC;6100;;META2;METASEVAL - GROUPE E;RDV M. LEMARCHAND;6FC22;;13/2017;28/03/2017;AFF;;72;0;;EUR;0;2;0
;020;;11;MEC;6300;;;;RDV M. LEMARCHAND;RIFC0508;;13/2017;28/03/2017;REV;;72;13,26;;EUR;0;2;26,52
75017;;10/03/2017;;;;;META2;METASEVAL - GROUPE E;;;;;;;;;;;;;4;26,52
075018;020;10/03/2017;13;MED;6100;;COME1;CORONA MEDICAL;09218;0600-MCD22;;11/2017;16/03/2017;0600;;37;0;;EUR;0;1;0
75018;;10/03/2017;;;;;COME1;CORONA MEDICAL;;;;;;;;;;;;;1;
075027;010;10/03/2017;07;MEC;1100;;XMAUG;MAUGIN SAS;CMD AC201615067;FABR;;12/2017;24/03/2017;FAB;;44;283,73;;EUR;0;3;851,19
;020;;07;MEC;8520;;;;CMD AC201615067;ZZXJET;;12/2017;24/03/2017;JET;;44;15;;EUR;0;1;15
75027;;10/03/2017;;;;;XMAUG;MAUGIN SAS;;;;;;;;;;;;;4;866,19
075030;010;10/03/2017;13;MEC;6100;;RBAS;ROBERT BOSCH AUTOMOT;;RBASFO0300;;12/2017;21/03/2017;AFF;;41;8,75;;EUR;0;15;131,25
;020;;13;MEC;6100;;;;;RBASFO0860;;12/2017;21/03/2017;AFF;;41;8,75;;EUR;0;19;166,25
;030;;13;MEC;8500;;;;;ZZJET;;12/2017;21/03/2017;JET;;41;30;;EUR;0;1;30
75030;;10/03/2017;;;;;RBAS;ROBERT BOSCH AUTOMOT;;;;;;;;;;;;;35;327,5
075052;010;10/03/2017;12;MEN;7100;;YBOUV;BOUVET;CDE 331713;0400-828110500;;12/2017;23/03/2017;0401;;49;26,81;;EUR;0;3;80,43
75052;;10/03/2017;;;;;YBOUV;BOUVET;;;;;;;;;;;;;3;80,43
075055;010;10/03/2017;08;MEC;7100;;YCIOU;CIBA OUARY;CDE 9293;0380-08158008;;14/2017;05/04/2017;0380;;49;153,98;;EUR;0;10;1539,8
;020;;08;MEC;8530;;;;CDE 9293;ZZYPORT;;14/2017;05/04/2017;PORT;;49;15;;EUR;0;1;15
75055;;10/03/2017;;;;;YCIOU;CIBA OUARY;;;;;;;;;;;;;11;1554,8
075059;020;10/03/2017;05;MEC;6100;;BODE;BODET S.A.;CDE N° 02809;FCA21;;12/2017;23/03/2017;AFF;;49;8,45;;EUR;0;6;50,7
75059;;10/03/2017;;;;;BODE;BODET S.A.;;;;;;;;;;;;;6;50,7
075063;010;13/03/2017;11;MEN;1100;;XLEME1;LEUL MENUISERIES;REF ALU / M. CORCY;XLEME1FOET90;;11/2017;13/03/2017;FAB;;79;53,51;;EUR;0;10;535,1
;020;;11;MEN;1100;;;;REF ALU / M. CORCY;XLEME1FOET130;;11/2017;13/03/2017;FAB;;79;67,86;;EUR;0;10;678,6
75063;;13/03/2017;;;;;XLEME1;LEUL MENUISERIES;;;;;;;;;;;;;20;1213,7
075064;010;13/03/2017;24;MEN;7100;;YRIES;RIAUX ESCALIERS;CDE N°SRX1703ACH0051;0370-S0210273;;15/2017;10/04/2017;0370;;35;72,96;;EUR;0;1;72,96
75064;;13/03/2017;;;;;YRIES;RIAUX ESCALIERS;;;;;;;;;;;;;1;72,96
075067;020;13/03/2017;24;MEN;7100;;YRIES;RIAUX ESCALIERS;CDE N°SRX1703ACH0051;0270-2181048021630;0300;13/2017;27/03/2017;0270;;35;26,38;;EUR;0;5;131,9
;040;;24;MEN;7100;;;;CDE N°SRX1703ACH0051;0270-2191048023030;0000;13/2017;27/03/2017;0270;;35;24,94;;EUR;0;5;124,7
;060;;24;MEN;8500;;;;CDE N°SRX1703ACH0051;ZZPORT;;13/2017;27/03/2017;PORT;;35;15;;EUR;0;1;15
75067;;13/03/2017;;;;;YRIES;RIAUX ESCALIERS;;;;;;;;;;;;;11;271,6
075069;010;13/03/2017;23;MEC;1100;;XSAIN;SAMP INDUSTRIE;CMD 3580;FABR;;12/2017;24/03/2017;FAB;;50;88,12;;EUR;0;10;881,2
;020;;23;MEC;6300;;;;CMD 3580;0830-RBC0306;;12/2017;24/03/2017;0830;;50;0;;EUR;0;10;0
75069;;13/03/2017;;;;;XSAIN;SAMP INDUSTRIE;;;;;;;;;;;;;20;881,2
075070;010;13/03/2017;05;MEC;6100;;FAMA;F A M A T;;CDE N°;;11/2017;17/03/2017;AFF;;44;0;;EUR;0;1;0
;030;;05;MEC;6100;;;;;CDE N°;;11/2017;17/03/2017;AFF;;44;0;;EUR;0;1;0
;040;;05;MEC;6100;;;;;FAMA213462536;MAXIM;11/2017;17/03/2017;AFF;;44;51,02;;EUR;0;3;153,06
;025;;05;MEC;6100;;;;;FAMA71068017;;11/2017;17/03/2017;AFF;;44;15,7;;EUR;0;8;125,6
;070;;05;MEC;6100;;;;;FAMA112962453;;11/2017;17/03/2017;AFF;;44;22,81;;EUR;0;4;91,24
75070;;13/03/2017;;;;;FAMA;F A M A T;;;;;;;;;;;;;17;369,9
075072;010;13/03/2017;19;MEN;1100;;XJHI;J.H. INDUSTRIES;CMD FPRA-21212;XJHI02-00102;;12/2017;20/03/2017;FAB;;85;133,24;;EUR;0;4;532,96
75072;;13/03/2017;;;;;XJHI;J.H. INDUSTRIES;;;;;;;;;;;;;4;532,96
075075;010;13/03/2017;11;MEN;1100;;XMILL;MILLET PORTES ET FEN;CMD 42608898693;XMILL1161;;13/2017;30/03/2017;FAB;;79;97,41;;EUR;0;11;1071,51
;020;;11;MEN;1100;;;;CMD 42608898693;XMILL44612;;13/2017;30/03/2017;FAB;;79;38,13;;EUR;0;4;152,52
75075;;13/03/2017;;;;;XMILL;MILLET PORTES ET FEN;;;;;;;;;;;;;15;1224,03
075076;010;13/03/2017;05;MEC;6100;;MEC2;MECACOUPE;CDE 2017030355;AFFU;;12/2017;21/03/2017;AFF;;18;105,06;;EUR;0;2;210,12
75076;;13/03/2017;;;;;MEC2;MECACOUPE;;;;;;;;;;;;;2;210,12
075078;010;13/03/2017;11;MEC;1100;;XOUDE;OUEST DECOLLETAGE;CMD CF002373;FABR;;12/2017;23/03/2017;FAB;;49;74,22;;EUR;0;2;148,44
;020;;11;MEC;6300;;;;CMD CF002373;0820-RIFC0307;;12/2017;23/03/2017;0820;;49;0;;EUR;0;2;0
75078;;13/03/2017;;;;;XOUDE;OUEST DECOLLETAGE;;;;;;;;;;;;;4;148,44
075080;020;13/03/2017;11;MEN;6300;;XFPEE;F.P.E.E.  PVC;CMD AC130317;0820-RIFC0309;;12/2017;21/03/2017;0820;;72;0;;EUR;0;10;0
;010;;11;MEN;1100;;;;CMD AC130317;XFPEE0105090;TRIBO;12/2017;21/03/2017;FAB;;72;58,95;;EUR;0;10;589,5
75080;;13/03/2017;;;;;XFPEE;F.P.E.E.  PVC;;;;;;;;;;;;;20;589,5
075088;010;13/03/2017;19;MIS;6100;;CERO;CERO;5/16/B;AFFU;;12/2017;20/03/2017;AFF;;85;123,6;;EUR;0;1;123,6
75088;;13/03/2017;;;;;CERO;CERO;;;;;;;;;;;;;1;123,6
075094;010;13/03/2017;19;MEC;6100;;MEC8;MECATURN SAS;6552;ITVOOC-004482AF;;12/2017;20/03/2017;AFF;;85;24,98;;EUR;0;1;24,98
75094;;13/03/2017;;;;;MEC8;MECATURN SAS;;;;;;;;;;;;;1;24,98
075100;010;13/03/2017;19;MEC;6100;;ROBI1;R O B I N E A U;8781;PFC21;;13/2017;27/03/2017;AFF;;49;11,46;;EUR;0;3;34,38
;020;;19;MEC;6300;;;;8781;0820-RIPC0504;;13/2017;27/03/2017;0820;;49;10,65;;EUR;0;3;31,95
;030;;19;MEC;6100;;;;8781;PFC21;;13/2017;27/03/2017;AFF;;49;11,46;;EUR;0;1;11,46
;040;;19;MEC;6300;;;;8781;0820-RIPC0304;;13/2017;27/03/2017;0820;;49;6,14;;EUR;0;1;6,14
;050;;19;MEC;6100;;;;8781;PFC11;;13/2017;27/03/2017;AFF;;49;8,91;;EUR;0;3;26,73
;060;;19;MEC;6300;;;;8781;0820-RIPC0104;;13/2017;27/03/2017;0820;;49;5,22;;EUR;0;3;15,66
;070;;19;MEC;6100;;;;8781;PFC11;;13/2017;27/03/2017;AFF;;49;8,91;;EUR;0;1;8,91
;080;;19;MEC;6300;;;;8781;0820-RIPC0304;;13/2017;27/03/2017;0820;;49;6,14;;EUR;0;1;6,14
;090;;19;MEC;6100;;;;8781;PEC11;;13/2017;27/03/2017;AFF;;49;10,06;;EUR;0;2;20,12
;100;;19;MEC;6300;;;;8781;0820-RIPC0304;;13/2017;27/03/2017;0820;;49;6,14;;EUR;0;2;12,28
;110;;19;MEC;6100;;;;8781;4FC33;;13/2017;27/03/2017;AFF;;49;17,82;;EUR;0;1;17,82
;120;;19;MEC;6300;;;;8781;0820-RIFC0904;;13/2017;27/03/2017;0820;;49;23,14;;EUR;0;1;23,14
;130;;19;MEC;6100;;;;8781;4FC31;;13/2017;27/03/2017;AFF;;49;16,98;;EUR;0;2;33,96
;140;;19;MEC;6300;;;;8781;0820-RIFC0904;;13/2017;27/03/2017;0820;;49;23,14;;EUR;0;2;46,28
;150;;19;MEC;6100;;;;8781;4FC33;;13/2017;27/03/2017;AFF;;49;17,82;;EUR;0;1;17,82
;160;;19;MEC;6300;;;;8781;0820-RIFC0904;;13/2017;27/03/2017;0820;;49;23,14;;EUR;0;1;23,14
;170;;19;MEC;6100;;;;8781;4EC21;;13/2017;27/03/2017;AFF;;49;7,64;;EUR;0;6;45,84
;180;;19;MEC;6300;;;;8781;0820-RIFC0704;;13/2017;27/03/2017;0820;;49;12,4;;EUR;0;6;74,4
;190;;19;MEC;6100;;;;8781;4EC21;;13/2017;27/03/2017;AFF;;49;7,64;;EUR;0;2;15,28
;200;;19;MEC;6300;;;;8781;0820-RIFC0504;;13/2017;27/03/2017;0820;;49;10,2;;EUR;0;2;20,4
;210;;19;MEC;6100;;;;8781;4EC21;;13/2017;27/03/2017;AFF;;49;7,64;;EUR;0;2;15,28
;220;;19;MEC;6300;;;;8781;0820-RIFC0304;;13/2017;27/03/2017;0820;;49;5,91;;EUR;0;2;11,82
75100;;13/03/2017;;;;;ROBI1;R O B I N E A U;;;;;;;;;;;;;48;518,95
075101;010;13/03/2017;19;MEC;6100;;ROBI1;R O B I N E A U;8780;4FC20;;13/2017;27/03/2017;AFF;;49;6,79;;EUR;0;1;6,79
;020;;19;MEC;6100;;;;8780;4FA20;;13/2017;27/03/2017;AFF;;49;5,1;;EUR;0;2;10,2
;030;;19;MEC;6100;;;;8780;4AC11;;13/2017;27/03/2017;AFF;;49;14,86;;EUR;0;1;14,86
;040;;19;MEC;6100;;;;8780;4FC10;;13/2017;27/03/2017;AFF;;49;5,52;;EUR;0;2;11,04
;050;;19;MEC;6100;;;;8780;FCA31;;13/2017;27/03/2017;AFF;;49;9,77;;EUR;0;3;29,31
;060;;19;MEC;6100;;;;8780;FCA41;;13/2017;27/03/2017;AFF;;49;10,18;;EUR;0;1;10,18
;070;;19;MEC;6100;;;;8780;FCA21;;13/2017;27/03/2017;AFF;;49;6,76;;EUR;0;2;13,52
;080;;19;MEC;6100;;;;8780;PFA21;;13/2017;27/03/2017;AFF;;49;6,3;;EUR;0;1;6,3
75101;;13/03/2017;;;;;ROBI1;R O B I N E A U;;;;;;;;;;;;;13;102,2
075102;010;13/03/2017;19;MEC;6100;;ROBI1;R O B I N E A U;8782;4FC21;;13/2017;27/03/2017;AFF;;49;13,58;;EUR;0;2;27,16
;020;;19;MEC;6300;;;;8782;0820-RIFC0508;;13/2017;27/03/2017;0820;;49;13,26;;EUR;0;2;26,52
75102;;13/03/2017;;;;;ROBI1;R O B I N E A U;;;;;;;;;;;;;4;53,68
075103;010;13/03/2017;01;MEC;6100;;GRBE;GREGOIRE BESSON;CAC1011701801;GRBE/GEN00700;;13/2017;27/03/2017;AFF;;49;10,82;;EUR;0;2;21,64
;020;;01;MEC;6300;;;;CAC1011701801;0820-RIPC0104;;13/2017;27/03/2017;0820;;49;5,22;;EUR;0;2;10,44
;030;;01;MEC;6100;;;;CAC1011701801;GRBE/XF6004A;;13/2017;27/03/2017;AFF;;49;12,18;;EUR;0;3;36,54
;040;;01;MEC;6300;;;;CAC1011701801;0820-RIPC0304;;13/2017;27/03/2017;0820;;49;6,14;;EUR;0;3;18,42
;050;;01;MEC;6100;;;;CAC1011701801;GRBE/XF6008A;;13/2017;27/03/2017;AFF;;49;12,18;;EUR;0;1;12,18
;060;;01;MEC;6300;;;;CAC1011701801;0820-RIPC0504;;13/2017;27/03/2017;0820;;49;10,65;;EUR;0;1;10,65
;070;;01;MEC;6100;;;;CAC1011701801;GRBE/XF6009A;;13/2017;27/03/2017;AFF;;49;12,18;;EUR;0;2;24,36
;080;;01;MEC;6300;;;;CAC1011701801;0820-RIPC0504;;13/2017;27/03/2017;0820;;49;10,65;;EUR;0;2;21,3
75103;;13/03/2017;;;;;GRBE;GREGOIRE BESSON;;;;;;;;;;;;;16;155,53
075104;020;13/03/2017;19;MEC;6100;;MEC8;MECATURN SAS;6562;PFC11;;13/2017;27/03/2017;AFF;;85;11,14;;EUR;0;3;33,42
;030;;19;MEC;6300;;;;6562;0820-RIPC0308;;13/2017;27/03/2017;0820;;85;7,09;;EUR;0;3;21,27
75104;;13/03/2017;;;;;MEC8;MECATURN SAS;;;;;;;;;;;;;6;54,69
075105;010;13/03/2017;19;IMP;6100;;IMVE1;VETELE COMMUNICATION;;MDA51;;13/2017;27/03/2017;AFF;;49;16,43;;EUR;0;1;16,43
75105;;13/03/2017;;;;;IMVE1;VETELE COMMUNICATION;;;;;;;;;;;;;1;16,43
075107;010;14/03/2017;19;MEC;1100;;XMEC8;MECATURN SAS;CMD 6562;XITVOOC-001757;TICN;13/2017;27/03/2017;FAB;;85;31,83;;EUR;0;3;95,49
;020;;19;MEC;6300;;;;CMD 6562;0820-RIPA0102;;13/2017;27/03/2017;0820;;85;4,02;;EUR;0;3;12,06
75107;;14/03/2017;;;;;XMEC8;MECATURN SAS;;;;;;;;;;;;;6;107,55
075109;010;14/03/2017;19;MEC;1100;;XSAMI;SAMIBOIS-SAMIPLAST;CMD 1121418;XSAMI03;;13/2017;27/03/2017;FAB;;85;89,4;;EUR;0;4;357,6
;020;;19;MEC;1100;;;;CMD 1121418;XSAMI01;;13/2017;27/03/2017;FAB;;85;89,4;;EUR;0;4;357,6
75109;;14/03/2017;;;;;XSAMI;SAMIBOIS-SAMIPLAST;;;;;;;;;;;;;8;715,2
075111;010;14/03/2017;20;DIV;7100;;YFPVI;FPV-INDUSTRIES;CDE HA17-00445;0010-103003001;;12/2017;21/03/2017;0010;;85;1,3;;EUR;0;13;16,9
;020;;20;DIV;7100;;;;CDE HA17-00445;0010-103004001;;12/2017;21/03/2017;0010;;85;1,66;;EUR;0;19;31,54
75111;;14/03/2017;;;;;YFPVI;FPV-INDUSTRIES;;;;;;;;;;;;;32;48,44
075114;010;14/03/2017;13;MEC;1100;;XRBAS;ROBERT BOSCH AUTOMOT;6141227951-Z9Y;XRBASC185888;;12/2017;24/03/2017;FAB;;41;49,5;;EUR;0;20;990
;020;;13;MEC;8520;;;;6141227951-Z9Y;ZZXJET;;12/2017;24/03/2017;JET;;41;15;;EUR;0;1;15
75114;;14/03/2017;;;;;XRBAS;ROBERT BOSCH AUTOMOT;;;;;;;;;;;;;21;1005
075115;010;14/03/2017;11;MEC;6100;;MEC72;MECACHROME  FRANCE;CDE 7001304/4066;MEC72C130308;;12/2017;21/03/2017;AFF;;37;7,48;;EUR;0;29;216,92
;020;;11;MEC;6100;;;;CDE 7001304/4066;MEC72C226798;;12/2017;21/03/2017;AFF;;37;15,1;;EUR;0;3;45,3
75115;;14/03/2017;;;;;MEC72;MECACHROME  FRANCE;;;;;;;;;;;;;32;262,22
075119;010;14/03/2017;05;MEC;1100;;XFAMA;F A M A T;CMD 1703CD187;XFAMA1124623750000;;12/2017;24/03/2017;FAB;;44;223,46;;EUR;0;5;1117,3
75119;;14/03/2017;;;;;XFAMA;F A M A T;;;;;;;;;;;;;5;1117,3
075122;022;14/03/2017;05;AFF;1100;;XOUAF;OUEST AFFUTAGE;CMD 10199;XOUAFOA13-1252;;13/2017;28/03/2017;FAB;;85;259,82;;EUR;0;10;2598,2
;001;;05;AFF;1100;;;;CMD 10199;XOUAFOA13-1302;;13/2017;28/03/2017;FAB;;85;24,77;;EUR;0;10;247,7
;002;;05;AFF;1100;;;;CMD 10199;XOUAFOA13-1379;;13/2017;28/03/2017;FAB;;85;44,98;;EUR;0;10;449,8
;012;;05;AFF;1100;;;;CMD 10199;XOUAFOA15-1522;;13/2017;28/03/2017;FAB;;85;101,28;;EUR;0;5;506,4
75122;;14/03/2017;;;;;XOUAF;OUEST AFFUTAGE;;;;;;;;;;;;;35;3802,1
075125;010;14/03/2017;07;MEC;6100;;NTN;NTN TRANSMISSIONS EU;CDE 4500080305;NTNE1;;13/2017;28/03/2017;AFF;;72;31,5;;EUR;0;13;409,5
;020;;07;MEC;6100;;;;CDE 4500080305;NTNE1;;13/2017;28/03/2017;AFF;;72;31,5;;EUR;0;11;346,5
75125;;14/03/2017;;;;;NTN;NTN TRANSMISSIONS EU;;;;;;;;;;;;;24;756
075126;010;14/03/2017;11;MEC;6100;;SOMG;SOMGA  INDUSTRIE;8993;PFA41;;13/2017;28/03/2017;AFF;;49;16,45;;EUR;0;1;16,45
;020;;11;MEC;8500;;;;8993;ZZPORT;;13/2017;28/03/2017;PORT;;49;7;;EUR;0;1;7
75126;;14/03/2017;;;;;SOMG;SOMGA  INDUSTRIE;;;;;;;;;;;;;2;23,45
075127;010;14/03/2017;07;MEN;6100;;FHGF;FHG FRANCEPAL;;TEA55;;12/2017;21/03/2017;AFF;;49;49,86;;EUR;0;1;49,86
75127;;14/03/2017;;;;;FHGF;FHG FRANCEPAL;;;;;;;;;;;;;1;49,86
075130;010;14/03/2017;19;MEC;6100;;TECH1;TECHNI MANUT;;0600-FSA31;;12/2017;21/03/2017;0600;;79;12,73;;EUR;0;5;63,65
;020;;19;MEC;8500;;;;;ZZPORT;;12/2017;21/03/2017;PORT;;79;15;;EUR;0;1;15
75130;;14/03/2017;;;;;TECH1;TECHNI MANUT;;;;;;;;;;;;;6;78,65
075131;010;14/03/2017;19;MEC;6100;;LASE;LASERIS S.A.S;;0600-FSA31;;12/2017;21/03/2017;0600;;79;12,73;;EUR;0;7;89,11
;020;;19;MEC;6100;;;;;0600-FSA41;;12/2017;21/03/2017;0600;;79;23,34;;EUR;0;1;23,34
75131;;14/03/2017;;;;;LASE;LASERIS S.A.S;;;;;;;;;;;;;8;112,45
075133;010;14/03/2017;19;MEC;1100;;XMEC8;MECATURN SAS;CMD 6562;XITV12 09 10 16 AR;;13/2017;27/03/2017;FAB;;85;31,83;;EUR;0;5;159,15
;020;;19;MEC;6300;;;;CMD 6562;0820-RIPA0302;;13/2017;27/03/2017;0820;;85;0;;EUR;0;5;0
75133;;14/03/2017;;;;;XMEC8;MECATURN SAS;;;;;;;;;;;;;10;159,15
075134;010;14/03/2017;07;AGR;6100;;LOPI;LOEUL - PIRIOT ABATT;CDE CGL9918;LOPIREF2986;;12/2017;21/03/2017;AFF;;79;22,28;;EUR;0;2;44,56
;020;;07;AGR;8500;;;;CDE CGL9918;ZZPORT;;12/2017;21/03/2017;PORT;;79;15;;EUR;0;1;15
75134;;14/03/2017;;;;;LOPI;LOEUL - PIRIOT ABATT;;;;;;;;;;;;;3;59,56
075138;010;14/03/2017;05;MEC;6100;;NICO;NICOLL SAS;BL 39;4EA31;;12/2017;21/03/2017;AFF;;49;12,21;;EUR;0;1;12,21
;020;;05;MEC;6100;;;;BL 39;6AA41;;12/2017;21/03/2017;AFF;;49;39,79;;EUR;0;1;39,79
;030;;05;MEC;6100;;;;BL 39;FCA31;;12/2017;21/03/2017;AFF;;49;12,21;;EUR;0;1;12,21
75138;;14/03/2017;;;;;NICO;NICOLL SAS;;;;;;;;;;;;;3;64,21
075141;010;14/03/2017;11;MEC;6100;;FOBO;FORGES DE BOLOGNE SA;RR5832;FOBO500700;;12/2017;21/03/2017;AFF;;79;22,55;;EUR;0;1;22,55
;020;;11;MEC;6100;;;;RR5832;FOBO500682;;12/2017;21/03/2017;AFF;;79;254,62;;EUR;0;1;254,62
;030;;11;MEC;6100;;;;RR5832;FOBO500683;;12/2017;21/03/2017;AFF;;79;254,62;;EUR;0;1;254,62
;040;;11;MEC;6100;;;;RR5832;FOBO500018;;12/2017;21/03/2017;AFF;;79;19,37;;EUR;0;1;19,37
;060;;11;MEC;6100;;;;RR5832;FOBO500571;;12/2017;21/03/2017;AFF;;79;17,21;;EUR;0;1;17,21
;070;;11;MEC;6100;;;;RR5832;FOBO500001;;12/2017;21/03/2017;AFF;;79;6,74;;EUR;0;2;13,48
75141;;14/03/2017;;;;;FOBO;FORGES DE BOLOGNE SA;;;;;;;;;;;;;7;581,85
075143;010;14/03/2017;11;MEC;6100;;MTI;MTI Engineering Sarl;;4FC22;;13/2017;28/03/2017;AFF;;79;21,22;;EUR;0;3;63,66
;020;;11;MEC;6300;;;;;0820-RIFC0704;;13/2017;28/03/2017;0820;;79;12,4;;EUR;0;3;37,2
;030;;11;MEC;6100;;;;;4FC12;;13/2017;28/03/2017;AFF;;79;19,1;;EUR;0;3;57,3
;040;;11;MEC;6300;;;;;0820-RIFC0304;;13/2017;28/03/2017;0820;;79;5,91;;EUR;0;3;17,73
;050;;11;MEC;6100;;;;;4FC22;;13/2017;28/03/2017;AFF;;79;21,22;;EUR;0;1;21,22
;060;;11;MEC;6300;;;;;0820-RIFC0304;;13/2017;28/03/2017;0820;;79;5,91;;EUR;0;1;5,91
;070;;11;MEC;6100;;;;;4FC12;;13/2017;28/03/2017;AFF;;79;19,1;;EUR;0;2;38,2
;080;;11;MEC;6300;;;;;0820-RIFC0304;;13/2017;28/03/2017;0820;;79;5,91;;EUR;0;2;11,82
;090;;11;MEC;8500;;;;;ZZPORT;;13/2017;28/03/2017;PORT;;79;15;;EUR;0;1;15
75143;;14/03/2017;;;;;MTI;MTI Engineering Sarl;;;;;;;;;;;;;19;268,04
075144;010;14/03/2017;11;MEC;6100;;MTIM;MTI  MAINTENANCE SAR;CDE MCF10128;AFFU;;12/2017;21/03/2017;AFF;;79;50;;EUR;0;5;250
;020;;11;MEC;8500;;;;CDE MCF10128;ZZPORT;;12/2017;21/03/2017;PORT;;79;15;;EUR;0;1;15
75144;;14/03/2017;;;;;MTIM;MTI  MAINTENANCE SAR;;;;;;;;;;;;;6;265
075145;010;14/03/2017;05;MEC;6100;;NICO;NICOLL SAS;BL 39;4FC21;;13/2017;28/03/2017;AFF;;49;16,97;;EUR;0;1;16,97
;020;;05;MEC;6300;;;;BL 39;0820-RIFC0504;;13/2017;28/03/2017;0820;;49;10,2;;EUR;0;1;10,2
;030;;05;MEC;6100;;;;BL 39;4FC21;;13/2017;28/03/2017;AFF;;49;16,97;;EUR;0;1;16,97
;040;;05;MEC;6300;;;;BL 39;0820-RIFC0304;;13/2017;28/03/2017;0820;;49;5,91;;EUR;0;1;5,91
75145;;14/03/2017;;;;;NICO;NICOLL SAS;;;;;;;;;;;;;4;50,05
075153;010;15/03/2017;01;CON;6100;;DECO;DECORATHEQUE;;0600-LA024;;12/2017;21/03/2017;0600;;49;16,32;;EUR;0;1;16,32
;020;;01;CON;6100;;;;;0600-LA040;;12/2017;21/03/2017;0600;;49;19,9;;EUR;0;1;19,9
75153;;15/03/2017;;;;;DECO;DECORATHEQUE;;;;;;;;;;;;;2;36,22
075157;010;15/03/2017;19;MEN;6100;;DEFO;DEFONTAINE GROUPE;CDE 510969;DEFOM091250;;12/2017;21/03/2017;AFF;;85;35,23;;EUR;0;13;457,99
75157;;15/03/2017;;;;;DEFO;DEFONTAINE GROUPE;;;;;;;;;;;;;13;457,99
075158;010;15/03/2017;01;DIV;6100;;ZC;COURANT BERNARD;;0600-FSA31;;12/2017;22/03/2017;0600;;49;12,73;;EUR;0;2;25,46
75158;;15/03/2017;;;;;ZC;COURANT BERNARD;;;;;;;;;;;;;2;25,46
075160;001;15/03/2017;01;DIV;6100;;MART1;MARTINEAU SAS;ACM16//00669;4FC15;;11/2017;15/03/2017;AFF;;49;17,59;;EUR;0;12;211,08
;002;;01;DIV;6300;;;;ACM16//00669;RIFC0104;;11/2017;15/03/2017;REV;;49;5,91;;EUR;0;12;70,92
75160;;15/03/2017;;;;;MART1;MARTINEAU SAS;;;;;;;;;;;;;24;282
